Product ID,SKU,Barcode,Product Name,Brand,Product Category,Product Subcategory,Unit of Measure,Product Status,Warehouse,Warehouse Code,Bin Location,Aisle,Shelf,Batch Number,Lot Number,Quantity On Hand,Quantity Reserved,Available Quantity,Reorder Level,Safety Stock,Maximum Stock Level,Supplier ID,Supplier Name,Supplier Country,Lead Time (Days),Last Purchase Date,Unit Cost,Selling Price,Inventory Value,Currency,Last Stock Movement Date,Last Restock Date,Expiry Date,Stock Status,Reorder Required
PRD-01550,HP-SUP-0042,1094525539625,HP A4 Multipurpose Paper (Ream),HP,Office Supplies,Toner & Ink,Pack,Active,Abuja Regional Warehouse,ABJ-RW,A-13-S3,A,S3,BT-797765,LOT-B5109,273,9,264,75,22,375,SUP-1007,Guangzhou Sunrise Trading,China,30,2025-06-08,2600.09,3997.21,709824.57,NGN,2026-05-14,2025-06-13,2028-02-01,In Stock,No
PRD-01959,APC-ELC-0089,6596471817534,APC Smart-UPS 1500VA,APC,Electrical Components,UPS,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-37-S4,D,S4,BT-572737,LOT-B7443,129,13,116,25,7,200,SUP-1009,Westgate Technologies,Nigeria,6,2025-08-23,131019.06,183777.88,16901458.74,NGN,2026-05-22,2025-09-05,,In Stock,No
PRD-01039,PHI-CCT-0030,2620306951657,Philips WelcomeEye Door Intercom,Philips,CCTV & Security,Intercoms,Each,Active,Lagos Distribution Centre,LAG-DC,E-01-S9,E,S9,BT-507539,LOT-A7544,20,7,13,10,3,80,SUP-1006,Shenzhen Globex Electronics,China,35,2026-01-02,437008.44,563523.53,8740168.8,NGN,2026-06-01,2026-01-14,,In Stock,No
PRD-02931,LEN-MOB-0090,9091196323625,Lenovo Tab M10,Lenovo,Mobile Phones,Smartphones,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-29-S9,G,S9,BT-497083,LOT-C7269,209,60,149,40,12,320,SUP-1010,Dubai Source Electronics,United Arab Emirates,20,2025-10-09,320040.97,451110.77,66888562.73,NGN,2026-06-06,2025-10-23,,In Stock,No
PRD-02375,MSF-FUR-0058,4260855026259,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Desk Accessories,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-29-S6,G,S6,BT-319117,LOT-C4606,23,2,21,20,8,100,SUP-1006,Shenzhen Globex Electronics,China,37,2025-06-01,121202.86,164698.88,2787665.78,NGN,2026-05-02,2025-06-16,,In Stock,No
PRD-02434,WD-STO-0064,6223972484396,WD My Passport 2TB,Western Digital,Computer Accessories,Solid State Drives,Each,Active,Port Harcourt Distribution Centre,PHC-DC,D-33-S4,D,S4,BT-273322,LOT-C5110,127,8,119,25,10,150,SUP-1009,Westgate Technologies,Nigeria,9,2025-12-15,160365.92,241014.66,20366471.84,NGN,2026-05-06,2025-12-17,,In Stock,No
PRD-02038,LOG-FUR-0054,9795196245240,Logitech Desk Mat,Logitech,Office Furniture,Desks,Each,Active,Abuja Regional Warehouse,ABJ-RW,B-33-S6,B,S6,BT-225642,LOT-B4936,62,11,51,20,6,160,SUP-1002,Yudala Tech Supplies,Nigeria,6,2026-01-20,229738.04,281218.64,14243758.48,NGN,2026-05-01,2026-01-21,,In Stock,No
PRD-00801,CIS-CCT-0019,6693706325031,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,IP Cameras,Each,Active,Lagos Distribution Centre,LAG-DC,C-23-S2,C,S2,BT-817747,LOT-A4944,101,38,63,60,18,240,SUP-1002,Yudala Tech Supplies,Nigeria,9,2025-04-18,180819.38,229787.83,18262757.38,NGN,2026-05-26,2025-04-26,,In Stock,No
PRD-02569,BRO-PRN-0055,1301207308163,Brother HL-L2375DW,Brother,Printers,Inkjet Printers,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-23-S5,E,S5,BT-975890,LOT-C8613,69,27,42,15,6,75,SUP-1003,Slot Systems Limited,Nigeria,3,2026-02-06,384615.07,451257.49,26538439.83,NGN,2026-06-28,2026-02-18,,In Stock,No
PRD-02970,APC-ELC-0123,1850120838921,APC Surge Protector 6-Outlet,APC,Electrical Components,UPS,Each,Active,Port Harcourt Distribution Centre,PHC-DC,C-40-S8,C,S8,BT-848823,LOT-C6467,0,0,0,50,25,200,SUP-1006,Shenzhen Globex Electronics,China,34,2026-02-24,97109.4,147743.55,0.0,NGN,2026-06-11,2026-03-02,,Out of Stock,Yes
PRD-01173,UBI-NET-0040,,  Ubiquiti UniFi AP AC Pro  ,Ubiquiti,Networking Equipment,Access Points,Each,Active,Lagos Distribution Centre,LAG-DC,H-09-S1,H,S1,BT-606077,LOT-A3304,167,38,129,40,12,240,SUP-1006,Shenzhen Globex Electronics,China,37,2026-04-11,184707.62,246783.87,30846172.54,NGN,2026-05-15,2026-04-26,,In Stock,No
PRD-03061,CIS-CCT-0074,9097137388495,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,Intercoms,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-21-S9,B,S9,BT-168036,LOT-C4222,0,0,0,20,10,160,SUP-1001,TD Africa Distribution Ltd,Nigeria,9,2025-03-13,417660.73,605301.59,0.0,NGN,2026-06-08,2025-03-27,,Out of Stock,Yes
PRD-02515,CAN-SUP-0078,8439682298336,Canon Ink Cartridge PG-745,Canon,Office Supplies,Labels,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,F-15-S1,F,S1,BT-511706,LOT-C2908,8,3,5,40,16,320,SUP-1006,Shenzhen Globex Electronics,China,34,2025-03-11,36226.23,44947.39,289809.84,NGN,2026-05-11,2025-03-20,2027-04-26,Low Stock,Yes
PRD-03118,PHI-ELC-0168,1543800729236,Philips LED Bulb 9W,Philips,Electrical Components,Surge Protection,Each,Active,Port Harcourt Distribution Centre,PHC-DC,D-12-S3,D,S3,BT-358354,LOT-C5554,0,0,0,100,40,1000,SUP-1009,Westgate Technologies,Nigeria,11,2025-10-02,96560.29,147979.43,0.0,NGN,2026-05-05,2025-10-12,,Out of Stock,Yes
PRD-02447,PHI-CCT-0070,7220501160026,Philips WelcomeEye Door Intercom,Philips,CCTV & Security,Intercoms,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-35-S6,B,S6,BT-998316,LOT-C5150,142,20,122,50,15,300,SUP-1009,Westgate Technologies,Nigeria,8,2025-01-20,644733.55,782350.05,91552164.1,NGN,2026-05-25,2025-01-27,,In Stock,No
PRD-00743,KNG-STO-0014,6453157905719,Kingston DataTraveler 64GB,Kingston,Storage Devices,Solid State Drives,Each,Discontinued,Lagos Distribution Centre,LAG-DC,F-29-S5,F,S5,BT-694718,LOT-A5347,197,7,190,50,15,300,SUP-1004,Ingram Micro MEA,United Arab Emirates,20,2025-11-07,54207.03,68891.11,10678784.91,NGN,2026-05-23,2025-11-11,,In Stock,No
PRD-01327,PHI-CLN-0034,3307066670633,Philips Vacuum Cleaner FC9352,Philips,Cleaning Supplies,Vacuum,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-24-S2,D,S2,BT-546870,LOT-B5829,72,18,54,10,3,100,SUP-1009,Westgate Technologies,Nigeria,12,2025-01-28,34878.81,44862.68,2511274.32,NGN,2026-06-07,2025-02-09,2026-11-10,In Stock,No
PRD-00598,LOG-FUR-0014,3042322775213,Logitech Desk Mat,Logitech,Office Furniture,Desks,Each,Active,Lagos Distribution Centre,LAG-DC,D-09-S1,D,S1,BT-871457,LOT-A1213,149,47,102,30,15,150,SUP-1008,Pamtech Group,Nigeria,9,2025-06-06,70780.97,93330.66,10546364.53,NGN,2026-05-22,2025-06-16,,In Stock,No
PRD-02930,BRO-SUP-0091,0164423701415,Brother Label Tape TZe-231,Brother,Office Supplies,Toner & Ink,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,G-37-S7,G,S7,BT-546169,LOT-C5198,178,19,159,20,8,160,SUP-1006,Shenzhen Globex Electronics,China,37,2025-09-11,42765.09,57212.99,7612186.02,NGN,2026-05-12,2025-09-12,2026-05-14,Overstock,No
PRD-01633,WD-STO-0040,8325661806108,WD Green 480GB SSD,Western Digital,Storage Devices,Flash Drives,Each,Discontinued,Abuja Regional Warehouse,ABJ-RW,A-39-S1,A,S1,BT-555000,LOT-B8568,27,1,26,20,8,120,SUP-1002,Yudala Tech Supplies,Nigeria,3,2025-03-13,213834.18,300417.01,5773522.86,NGN,2026-06-11,2025-03-21,,In Stock,No
PRD-00817,APC-ELC-0041,8532727669834,APC Back-UPS 650VA,APC,Electrical Components,Surge Protection,Each,Discontinued,Lagos Distribution Centre,LAG-DC,H-01-S4,H,S4,BT-954366,LOT-A4316,83,4,79,60,30,480,SUP-1011,Tech Distributors UK Ltd,United Kingdom,28,2025-03-31,176300.87,221623.21,14632972.21,NGN,2026-05-25,2025-04-07,,In Stock,No
PRD-02950,UBI-NET-0100,4860101632900,Ubiquiti EdgeRouter X,Ubiquiti,Networking Equipment,Switches,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-21-S9,G,S9,BT-761965,LOT-C1145,11,4,7,20,6,80,SUP-1012,Mega Computer Mart,Nigeria,6,2025-06-20,237250.8,320958.43,2609758.8,NGN,2026-06-15,2025-06-21,,Low Stock,Yes
PRD-02461,HP-PRN-0043,4883563471688,HP DeskJet 2720e,HP,Printers,Laser Printers,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-19-S5,E,S5,BT-422856,LOT-C7394,29,8,21,60,24,480,SUP-1010,Dubai Source Electronics,United Arab Emirates,15,2025-11-07,184996.05,237845.17,5364885.45,NGN,2026-05-01,2025-11-09,,Low Stock,Yes
PRD-02917,HP-MOB-0105,1017992077057,HP Slate 7 Tablet,HP,Mobile Phones,Tablets,Each,Active,Port Harcourt Distribution Centre,PHC-DC,D-21-S4,D,S4,BT-661739,LOT-C6459,139,13,126,60,24,240,SUP-1010,Dubai Source Electronics,United Arab Emirates,18,2025-08-03,203855.93,235610.68,28335974.27,NGN,2026-06-11,2025-08-16,,In Stock,No
PRD-00220,HP-ACC-0005,3477866032420,HP USB Wired Mouse,HP,Computer Accessories,Webcams,Each,Active,Lagos Distribution Centre,LAG-DC,D-16-S7,D,S7,BT-219074,LOT-A3456,47,6,41,30,12,240,SUP-1006,Shenzhen Globex Electronics,China,35,2025-09-20,54246.35,76401.48,2549578.45,NGN,2026-05-22,2025-10-01,,In Stock,No
PRD-00588,LOG-ACC-0019,1902547602206,Logitech MX Master 3S Mouse,Logitech,Computer Accessories,Webcams,Each,Active,Lagos Distribution Centre,LAG-DC,B-07-S2,B,S2,BT-585175,LOT-A9315,64,20,44,75,30,450,SUP-1011,Tech Distributors UK Ltd,United Kingdom,28,2026-02-25,48567.81,68793.05,3108339.84,NGN,2026-06-15,2026-03-12,,Low Stock,Yes
PRD-03270,MSF-LAP-0067,1310571699439,Microsoft Surface Laptop 5,Microsoft,Laptops,Business Laptops,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-30-S4,E,S4,BT-752497,LOT-C4702,0,0,0,60,24,480,SUP-1006,Shenzhen Globex Electronics,China,35,2026-04-15,1340508.84,1916381.62,0.0,NGN,2026-06-09,2026-04-22,,Out of Stock,Yes
PRD-00799,MSF-FUR-0020,6915855749062,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Desks,Each,Active,Lagos Distribution Centre,LAG-DC,C-08-S5,C,S5,BT-855128,LOT-A6423,48,6,42,25,12,125,SUP-1004,Ingram Micro MEA,United Arab Emirates,23,2026-03-20,46120.34,53627.07,2213776.32,NGN,2026-05-15,2026-03-28,,In Stock,No
PRD-01676,LOG-AUD-0040,1033248773651,Logitech Z313 Speakers,Logitech,Audio Equipment,Earbuds,Each,Active,Abuja Regional Warehouse,ABJ-RW,C-28-S1,C,S1,BT-265498,LOT-B5199,261,64,197,40,20,400,SUP-1009,Westgate Technologies,Nigeria,10,2025-11-01,50249.18,58449.87,13115035.98,NGN,2026-05-29,2025-11-13,,In Stock,No
PRD-02071,WD-STO-0052,5907746743340,  WD My Passport 2TB  ,Western Digital,Storage Devices,External Storage,Each,Active,Abuja Regional Warehouse,ABJ-RW,E-15-S8,E,S8,BT-779837,LOT-B1774,328,33,295,60,30,360,SUP-1007,GUANGZHOU SUNRISE TRADING,China,35,2026-05-28,61148.41,80927.02,20056678.48,NGN,2026-06-27,2026-06-08,,In Stock,No
PRD-00860,SAM-MOB-0068,8390934242406,Logitech K380 Keyboard,Logitech,Computer Accessories,Input Combos,Each,Active,Lagos Distribution Centre,LAG-DC,G-37-S2,G,S2,BT-362194,LOT-A2521,136,37,99,25,10,200,SUP-1011,Tech Distributors UK Ltd,United Kingdom,29,2025-06-19,40596.85,59277.37,5521171.6,NGN,2026-06-15,2025-06-23,,In Stock,No
PRD-02610,PHI-ELC-0140,8465291893580,Philips Extension Socket 4-Way,Philips,Electrical Components,Surge Protection,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-40-S2,G,S2,BT-366354,LOT-C1668,141,47,94,40,20,400,SUP-1010,Dubai Source Electronics,United Arab Emirates,15,2026-03-17,262870.16,373258.74,37064692.56,NGN,2026-05-27,2026-03-26,,In Stock,No
PRD-01214,LEN-MOB-0033,7202033881120,Lenovo Tab P11,Lenovo,Mobile Phones,Tablets,Each,Active,Abuja Regional Warehouse,ABJ-RW,F-32-S9,F,S9,BT-660891,LOT-B1681,0,0,0,15,4,120,SUP-1007,,China,30,2025-10-17,417817.99,535171.25,0.0,NGN,2026-06-27,2025-10-24,,Out of Stock,Yes
PRD-00493,SAM-STO-0015,1988192778851,Samsung T7 Portable SSD 1TB,Samsung,Storage Devices,Solid State Drives,Each,Active,Lagos Distribution Centre,LAG-DC,,G,S1,BT-585995,LOT-A2396,0,0,0,40,12,160,SUP-1002,Yudala Tech Supplies,Nigeria,3,24/05/2025,133329.74,154242.31,0.0,NGN,2026-06-08,2025-06-04,,Out of Stock,Yes
PRD-01439,HP-PRN-0029,2698086551086,HP OfficeJet Pro 9013,HP,Printers,Laser Printers,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-14-S5,A,S5,BT-614690,LOT-B5185,37,12,25,10,3,80,SUP-1003,Slot Systems Limited,Nigeria,6,2025-01-05,204829.9,253808.29,7578706.3,NGN,2026-05-14,2025-01-19,,In Stock,No
PRD-01502,LEN-MOB-0041,3821462922228,Lenovo Tab P11,Lenovo,Mobile Phones,Smartphones,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-35-S4,D,S4,BT-555111,LOT-B3986,-7,25,151,50,20,250,SUP-1007,Guangzhou Sunrise Trading,China,31,2025-02-13,431481.0,546510.2,75940656.0,NGN,2026-06-01,2025-02-25,,In Stock,No
PRD-01590,MSF-ACC-0030,3077997510906,Microsoft Bluetooth Mouse,Microsoft,Computer Accessories,Webcams,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-24-S4,A,S4,BT-363703,LOT-B8567,0,0,0,30,9,180,SUP-1005,Redington Gulf FZE,United Arab Emirates,17,2025-02-18,49420.34,70508.48,0.0,NGN,2026-05-10,2025-03-05,,Out of Stock,Yes
PRD-00059,UBI-NET-0002,8887947055169,Ubiquiti UniFi Switch 24,Ubiquiti,Networking Equipment,Routers,Each,Active,Lagos Distribution Centre,LAG-DC,F-26-S3,F,S3,BT-746447,LOT-A5902,6,1,5,10,3,40,SUP-1008,Pamtech Group,Nigeria,7,2026-01-17,213833.67,322301.37,1283002.02,NGN,2026-05-01,2026-01-23,,Low Stock,Yes
PRD-03129,HP-SUP-0081,5715195933725,HP Printer Toner 26A,HP,Office Supplies,Paper Products,Pack,Discontinued,Port Harcourt Distribution Centre,PHC-DC,F-16-S2,F,S2,BT-821867,LOT-C4647,115,40,75,30,12,150,SUP-1010,Dubai Source Electronics,United Arab Emirates,16,2026-03-31,25152.94,32992.81,2892588.1,NGN,2026-05-20,2026-04-12,2026-09-11,In Stock,No
PRD-01616,MSF-FUR-0035,8886465089304,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Seating,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-21-S5,A,S5,BT-267825,LOT-B6194,10,2,8,30,12,180,SUP-1005,Redington Gulf FZE,United Arab Emirates,18,2025-01-29,143851.46,211517.09,1438514.6,NGN,2026-05-27,2025-02-03,,Low Stock,Yes
PRD-00706,PHI-ELC-0038,8585883825672,Philips LED Bulb 9W,Philips,Electrical Components,Surge Protection,Each,Discontinued,Lagos Distribution Centre,LAG-DC,H-19-S9,H,S9,BT-554338,LOT-A5504,97,27,70,25,7,125,SUP-1004,Ingram Micro MEA,United Arab Emirates,19,2026-04-12,119686.15,167202.09,11609556.55,NGN,2026-06-08,2026-04-15,,In Stock,No
PRD-02240,SAM-MOB-0072,7858787340538,Samsung Galaxy A54,Samsung,Mobile Phones,Tablets,Each,Active,Abuja Regional Warehouse,ABJ-RW,C-21-S9,C,S9,BT-721514,LOT-B4667,0,0,0,10,5,60,SUP-1005,Redington Gulf FZE,United Arab Emirates,20,2025-02-04,391246.66,470330.55,0.0,NGN,2026-05-17,2025-02-07,,Out of Stock,Yes
PRD-00407,MSF-LAP-0006,3290282270093,Microsoft Surface Pro 9,Microsoft,Laptops,Gaming Laptops,Each,Discontinued,Lagos Distribution Centre,LAG-DC,G-02-S8,G,S8,BT-388060,LOT-A6296,130,4,126,50,15,300,SUP-1006,Shenzhen Globex Electronics,China,39,2026-03-15,1034601.93,1284710.26,134498250.9,NGN,2026-05-19,2026-03-26,,In Stock,No
PRD-00879,SAM-STO-0027,1910616691008,Samsung T7 Portable SSD 1TB,Samsung,Storage Devices,Hard Disk Drives,Each,Active,Lagos Distribution Centre,LAG-DC,E-10-S6,E,S6,BT-157751,LOT-A7831,139,19,120,25,12,150,SUP-1001,TD Africa Distribution Ltd,Nigeria,11,2026-03-01,130789.08,201349.97,18179682.12,NGN,2026-06-03,2026-03-04,,In Stock,No
PRD-02606,MSF-FUR-0068,4158744915022,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Seating,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-31-S6,A,S6,BT-951174,LOT-C6757,37,6,31,15,7,90,SUP-1006,Shenzhen Globex Electronics,China,38,2025-10-24,110161.54,154760.59,4075976.98,NGN,2026-05-01,2025-11-01,,In Stock,No
PRD-02545,SAM-AUD-0075,0622178942603,Samsung Galaxy Buds2,Samsung,Audio Equipment,Speakers,Each,Active,Port Harcourt Distribution Centre,PHC-DC,F-08-S3,F,S3,BT-724198,LOT-C2094,41,16,25,15,4,90,SUP-1009,Westgate Technologies,Nigeria,9,2025-09-11,80509.62,100813.23,3300894.42,NGN,2026-06-25,2025-09-16,,In Stock,No
PRD-02740,PHI-AUD-0066,2525888582124,Philips TAH4205 Headphones,Philips,Audio Equipment,Speakers,Each,Active,Port Harcourt Distribution Centre,PHC-DC,D-07-S3,D,S3,BT-459312,LOT-C6634,38,4,34,10,5,50,SUP-1010,Dubai Source Electronics,United Arab Emirates,15,2026-04-09,64295.3,98372.7,2443221.4,NGN,2026-06-12,2026-04-19,,In Stock,No
PRD-03057,HP-FUR-0078,9551462301371,HP Ergonomic Office Chair,HP,Office Furniture,Desk Accessories,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-33-S5,A,S5,BT-910184,LOT-C8206,169,45,124,30,9,300,SUP-1010,Dubai Source Electronics,United Arab Emirates,14,"May 16, 2025",126734.93,179656.08,21418203.17,NGN,2026-06-14,2025-05-18,,In Stock,No
PRD-00396,UBI-NET-0010,2337209484131,Ubiquiti UniFi Switch 24,Ubiquiti,Networking Equipment,Switches,Each,Active,Lagos Distribution Centre,LAG-DC,H-16-S9,H,S9,BT-356578,LOT-A5195,57,2,55,10,4,40,SUP-1004,Ingram Micro MEA,United Arab Emirates,23,2026-03-20,916832.6,1364835.74,52259458.2,NGN,2026-06-26,2026-04-02,,Overstock,No
PRD-01366,EPS-PRN-0023,1463187989763,Epson L121 Single Function,Epson,Printers,Laser Printers,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-03-S6,A,S6,BT-890781,LOT-B9897,149,20,129,25,7,150,SUP-1010,Dubai Source Electronics,United Arab Emirates,18,2025-04-05,508853.19,642162.24,75819125.31,NGN,2026-05-12,2025-04-14,,In Stock,No
PRD-03080,MSF-ACC-0056,9392428112362,  Microsoft Bluetooth Mouse  ,Microsoft,Electrical Components,Keyboards,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-33-S8,G,S8,BT-369612,LOT-C9327,113,16,97,30,9,180,SUP-1003,Slot Systems Limited,Nigeria,2,2025-03-31,47657.81,68972.01,5385332.53,NGN,2026-06-28,2025-04-15,,In Stock,No
PRD-01342,UBI-NET-0047,2307008133490,Ubiquiti UniFi Switch 24,Ubiquiti,Networking Equipment,Switches,Each,Active,Abuja Regional Warehouse,ABJ-RW,E-34-S8,E,S8,BT-164989,LOT-B8870,216,77,139,40,12,320,SUP-1003,Slot Systems Limited,Nigeria,4,2026-03-26,116204.91,151679.81,25100260.56,NGN,2026-06-02,2026-04-01,,In Stock,No
PRD-00626,UBI-CCT-0013,6279955302453,Ubiquiti UniFi Protect G4 Camera,Ubiquiti,CCTV & Security,IP Cameras,Each,Active,Lagos Distribution Centre,LAG-DC,G-24-S8,G,S8,BT-955412,LOT-A1175,0,0,0,25,7,125,SUP-1002,Yudala Tech Supplies,Nigeria,5,2026-02-04,362430.92,480724.49,0.0,NGN,2026-05-03,2026-02-15,,Out of Stock,Yes
PRD-00528,PHI-CCT-0014,7782210217982,Philips WelcomeEye Door Intercom,Philips,Storage Devices,IP Cameras,Each,Active,Lagos Distribution Centre,LAG-DC,B-31-S7,B,S7,BT-660130,LOT-A2774,33,6,27,20,8,120,SUP-1004,Ingram Micro MEA,United Arab Emirates,21,2025-11-12,746678.4,929318.18,24640387.2,NGN,2026-06-13,2025-11-23,,In Stock,No
PRD-02785,WD-STO-0071,0818372603463,WD Blue 1TB HDD,Western Digital,Storage Devices,Solid State Drives,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-08-S2,G,S2,BT-178245,LOT-C5201,316,111,205,50,20,500,SUP-1006,Shenzhen Globex Electronics,China,34,2026-03-31,94554.25,115401.12,29879143.0,NGN,2026-05-03,2026-04-08,,In Stock,No
PRD-00940,LOG-AUD-0020,5844420224824,Logitech Z313 Speakers,Logitech,Audio Equipment,Earbuds,Each,Active,Lagos Distribution Centre,LAG-DC,G-21-S2,G,S2,BT-247361,LOT-A8760,96,18,78,25,12,125,SUP-1004,Ingram Micro MEA,United Arab Emirates,22,2025-05-15,118660.78,138056.86,11391434.88,NGN,2026-06-17,2025-05-28,,In Stock,No
PRD-01711,HP-CLN-0041,4050850134742,HP Electronics Cleaning Wipes,HP,Cleaning Supplies,Wipes,Each,Active,Abuja Regional Warehouse,LAG-DCC,F-21-S2,F,S2,BT-230159,LOT-B5947,11,4,7,10,4,50,SUP-1009,Westgate Technologies,Nigeria,6,2026-04-22,101970.8,145089.29,1121678.8,NGN,2026-05-24,2026-05-03,2028-04-06,In Stock,No
PRD-00170,SAM-MOB-0005,4742123094077,Samsung Galaxy M34,Samsung,Mobile Phones,Tablets,Each,Active,Lagos Distribution Centre,LAG-DC,C-10-S3,C,S3,BT-287555,LOT-A1840,302,78,224,40,12,400,SUP-1002,Yudala Tech Supplies,Nigeria,6,2025-12-17,411683.32,480665.98,124328362.64,NGN,2026-06-08,2026-01-01,,In Stock,No
PRD-01206,SAM-AUD-0040,2301274690176,Samsung Galaxy Buds2,Samsung,Audio Equipment,Speakers,Each,Active,Abuja Regional Warehouse,ABJ-RW,B-23-S3,B,S3,BT-953230,LOT-B2287,83,3,80,25,7,250,SUP-1005,Redington Gulf FZE,United Arab Emirates,17,2025-11-12,95102.98,111306.64,7893547.34,NGN,2026-05-24,2025-11-19,,In Stock,No
PRD-01348,PHI-CLN-0036,1584567313700,Philips Vacuum Cleaner FC9352,Philips,Cleaning Supplies,Wipes,Each,Discontinued,Abuja Regional Warehouse,ABJ-RW,B-14-S6,B,S6,BT-166165,LOT-B2301,78,6,72,10,3,80,SUP-1005,Redington Gulf FZE,United Arab Emirates,20,2025-07-19,74844.45,110032.24,5837867.1,NGN,2026-06-24,2025-07-20,2027-11-17,In Stock,No
PRD-01853,PHI-CCT-0051,,Philips WelcomeEye Door Intercom,Philips,CCTV & Security,Intercoms,Each,Discontinued,Abuja Regional Warehouse,ABJ-RW,E-21-S4,E,S4,BT-847761,LOT-B7578,112,35,77,40,12,240,SUP-1005,Redington Gulf FZE,United Arab Emirates,16,2025-12-08,737486.34,928137.87,82598470.08,NGN,2026-06-21,2025-12-21,,In Stock,No
PRD-00229,LOG-CLN-0007,4993908926137,Logitech Screen Cleaning Kit,Logitech,Cleaning Supplies,Wipes,Each,Active,Lagos Distribution Centre,LAG-DC,D-12-S5,D,S5,BT-975512,LOT-A3757,51,15,36,15,6,60,SUP-1006,Shenzhen Globex Electronics,China,36,2026-01-09,25573.41,36772.15,1304243.91,NGN,2026-06-07,2026-01-11,2026-07-04,In Stock,No
PRD-02939,PHI-CCT-0084,2112534044440,Philips WelcomeEye Door Intercom,Philips,CCTV & Security,NVR,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-11-S7,E,S7,BT-280743,LOT-C4332,280,95,185,25,10,250,SUP-1009,Westgate Technologies,Nigeria,12,2026-05-20,737462.52,1004437.61,206489505.6,NGN,2026-06-23,2026-06-04,,Overstock,No
PRD-03169,MSF-FUR-0086,6121075791882,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Desks,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-04-S3,E,S3,BT-671008,LOT-C5822,141,21,120,30,12,240,SUP-1010,Dubai Source Electronics,United Arab Emirates,19,2025-05-06,118349.45,166194.22,16687272.45,NGN,2026-05-30,2025-05-18,,In Stock,No
PRD-01580,HP-FUR-0040,1973819034731,HP Ergonomic Office Chair,HP,Office Furniture,Desks,Each,Active,Abuja Regional Warehouse,ABJ-RW,B-12-S2,B,S2,BT-812745,LOT-B5940,26,1,25,100,30,800,SUP-1007,Guangzhou Sunrise Trading,China,33,2025-09-03,155303.22,195469.42,4037883.72,NGN,2026-06-18,2025-09-06,,Low Stock,Yes
PRD-02932,SAM-STO-0069,9586491705803,Samsung 980 1TB NVMe SSD,Samsung,Storage Devices,Solid State Drives,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-09-S4,B,S4,BT-342091,LOT-C2616,4,0,4,10,4,40,SUP-1012,Mega Computer Mart,Nigeria,9,2025-03-10,174738.96,228357.16,698955.84,NGN,2026-06-26,2025-03-19,,Low Stock,Yes
PRD-00442,APC-ELC-0025,8931132532694,APC Power Strip 8-Outlet,apc,Electrical Components,Lighting,Each,Active,Lagos Distribution Centre,LAG-DC,A-12-S2,A,S2,BT-307324,LOT-A5313,73,15,58,25,12,200,SUP-1004,Ingram Micro MEA,United Arab Emirates,24,2026-04-08,218961.71,327567.44,15984204.83,NGN,2026-06-18,2026-04-16,,In Stock,No
PRD-00926,CAN-PRN-0027,4427873554042,Canon imageCLASS MF445dw,Canon,Printers,Multifunction,Each,Active,Lagos Distribution Centre,LAG-DC,A-20-S7,A,S7,BT-983348,LOT-A8426,63,1,62,60,30,300,SUP-1011,Tech Distributors UK Ltd,United Kingdom,27,2026-05-02,138746.04,190790.66,8741000.52,NGN,2026-05-20,2026-05-14,,In Stock,No
PRD-02272,HP-SUP-0061,8652320420422,HP A4 Multipurpose Paper (Ream),HP,Office Supplies,Toner & Ink,Pack,Discontinued,Abuja Regional Warehouse,ABJ-RW,C-01-S4,C,S4,BT-288217,LOT-B1110,0,0,0,60,30,600,SUP-1002,Yudala Tech Supplies,Nigeria,8,2025-06-25,22317.16,29546.54,0.0,NGN,2026-06-27,2025-07-10,2027-05-20,Out of Stock,Yes
